Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Obama,Romney,Undecided,Other,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
Rasmussen,2012-03-11,2012-03-13,2012-03-14T09:48:29Z,1500,Likely Voters,Automated Phone,44.0,46.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-13209,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
YouGov/Economist,2012-03-10,2012-03-13,2012-03-15T16:42:09Z,715,Registered Voters,Internet,48.0,44.0,4.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-13219,http://cdn.yougov.com/cumulus_uploads/document/80t59s65uu/econToplines.pdf,Nonpartisan,None,,1
FOX,2012-03-10,2012-03-12,2012-03-15T11:16:12Z,912,Registered Voters,Live Phone,46.0,42.0,10.0,2.0,https://elections.huffingtonpost.com/pollster/polls/fox-13212,http://www.foxnews.com/interactive/politics/2012/03/14/fox-news-poll-romney-leads-gop-pack-but-obama-still-tops-republicans-in/,Nonpartisan,None,,1
Ipsos/Reuters,2012-03-08,2012-03-11,2012-03-14T09:19:07Z,937,Registered Voters,Live Phone,52.0,41.0,4.0,3.0,https://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-13208,http://www.ipsos-na.com/download/pr.aspx?id=11445,Nonpartisan,None,,1
Bloomberg,2012-03-08,2012-03-11,2012-03-13T14:46:15Z,746,Likely Voters,Live Phone,47.0,47.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/bloomberg-13207,http://www.bloomberg.com/news/2012-03-14/obama-romney-race-toss-up-in-poll-showing-independents-critical.html,Nonpartisan,None,,1
Pew,2012-03-07,2012-03-11,2012-03-14T10:17:11Z,1188,Registered Voters,Live Phone,54.0,42.0,3.0,1.0,https://elections.huffingtonpost.com/pollster/polls/pew-13211,http://www.people-press.org/files/legacy-pdf/03-14-12%20Political%20Release.pdf,Nonpartisan,None,,1
CBS/Times,2012-03-07,2012-03-11,2012-03-12T11:43:21Z,878,Registered Voters,Live Phone,47.0,44.0,8.0,1.0,https://elections.huffingtonpost.com/pollster/polls/cbs-times-13183,http://www.cbsnews.com/8301-250_162-57395858/cbs-news-nyt-polls-3-12-12/,Nonpartisan,None,,1
Rasmussen,2012-03-08,2012-03-10,2012-03-12T12:23:01Z,1500,Likely Voters,Automated Phone,42.0,48.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-13190,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
ABC/Post,2012-03-07,2012-03-10,2012-03-12T12:12:26Z,,Registered Voters,Live Phone,47.0,49.0,4.0,1.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-13184,http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_031012.html,Nonpartisan,None,,1
Rasmussen,2012-03-05,2012-03-07,2012-03-09T18:11:03Z,1500,Likely Voters,Automated Phone,48.0,44.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-13179,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
YouGov/Economist,2012-03-03,2012-03-06,2012-03-07T18:00:24Z,715,Registered Voters,Internet,49.0,41.0,4.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-13169,http://big.assets.huffingtonpost.com/20120306econToplines.pdf,Nonpartisan,None,,1
Rasmussen,2012-03-02,2012-03-04,2012-03-05T10:30:21Z,1500,Likely Voters,Automated Phone,45.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-13134,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
NBC/WSJ,2012-02-29,2012-03-03,2012-03-05T10:36:47Z,,Registered Voters,Live Phone,50.0,44.0,2.0,4.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-13135,http://firstread.msnbc.msn.com/_news/2012/03/04/10578249-nbcwsj-poll-primary-season-takes-corrosive-toll-on-gop-and-its-candidates,Nonpartisan,None,,1
Rasmussen,2012-02-28,2012-03-01,2012-03-02T11:48:40Z,1500,Likely Voters,Automated Phone,48.0,42.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-13103,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
YouGov/Economist,2012-02-25,2012-02-28,2012-03-01T15:20:50Z,1000,Adults,Internet,49.0,40.0,5.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-13092,http://big.assets.huffingtonpost.com/20120228econToplines.pdf,Nonpartisan,None,,1
Rasmussen,2012-02-25,2012-02-27,2012-02-28T14:06:23Z,1500,Likely Voters,Automated Phone,44.0,44.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-13061,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
Rasmussen,2012-02-22,2012-02-24,2012-02-27T11:55:31Z,1500,Likely Voters,Automated Phone,46.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-13049,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
Politico/GWU/Battleground,2012-02-19,2012-02-22,2012-02-27T13:58:31Z,1000,Likely Voters,Live Phone,53.0,43.0,5.0,,https://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-13054,http://images.politico.com/global/2012/02/bg_46_questionnaire.html,Nonpartisan,None,,1
Rasmussen,2012-02-19,2012-02-21,2012-02-22T12:34:27Z,1500,Likely Voters,Automated Phone,47.0,41.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12996,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
YouGov/Economist,2012-02-18,2012-02-21,2012-02-23T09:29:43Z,715,Registered Voters,Internet,49.0,41.0,5.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-13011,http://cdn.yougov.com/downloads/releases/econ/20120218_econToplines.pdf,Nonpartisan,None,,1
AP-GfK,2012-02-16,2012-02-20,2012-02-22T08:54:13Z,1000,Adults,Live Phone,51.0,43.0,2.0,5.0,https://elections.huffingtonpost.com/pollster/polls/ap-gfk-12993,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20February%202012%20Topline_2012%20GOP.pdf,Nonpartisan,None,,1
Quinnipiac,2012-02-14,2012-02-20,2012-02-22T08:40:53Z,2605,Registered Voters,Live Phone,46.0,44.0,8.0,2.0,https://elections.huffingtonpost.com/pollster/polls/quinnipiac-12992,http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1708,Nonpartisan,None,,1
USAToday/ Gallup,2012-02-16,2012-02-19,2012-02-22T09:02:29Z,898,Registered Voters,Live Phone,46.0,50.0,,,https://elections.huffingtonpost.com/pollster/polls/usatoday-gallup-12994,http://www.usatoday.com/news/politics/story/2012-02-20/GOP-convention-poll/53172644/1,Nonpartisan,None,,1
Rasmussen,2012-02-16,2012-02-18,2012-02-20T20:04:35Z,1500,Likely Voters,Automated Phone,47.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12972,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
Rasmussen,2012-02-13,2012-02-15,2012-02-16T11:05:24Z,1500,Likely Voters,Automated Phone,47.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12938,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
YouGov/Economist,2012-02-11,2012-02-14,2012-02-16T12:37:00Z,715,Registered Voters,Internet,49.0,42.0,5.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12939,http://big.assets.huffingtonpost.com/20120214econToplines.pdf,Nonpartisan,None,,1
Democracy Corps (D),2012-02-11,2012-02-14,2012-02-15T16:22:33Z,1000,Likely Voters,Live Phone,49.0,45.0,4.0,3.0,https://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-12934,http://www.democracycorps.com/wp-content/files/dcor120214fq_web-Wednesday.pdf,Pollster,Dem,,1
CNN,2012-02-10,2012-02-13,2012-02-15T17:11:06Z,937,Registered Voters,Live Phone,51.0,46.0,,2.0,https://elections.huffingtonpost.com/pollster/polls/cnn-12935,http://i2.cdn.turner.com/cnn/2012/images/02/15/rel2f.pdf,Nonpartisan,None,,1
CBS/Times,2012-02-08,2012-02-13,2012-02-14T10:25:01Z,1064,Registered Voters,Live Phone,48.0,42.0,9.0,,https://elections.huffingtonpost.com/pollster/polls/cbs-times-12900,http://www.cbsnews.com/8301-250_162-57377936/cbs-news-polls-2-14-12/,Nonpartisan,None,,1
Rasmussen,2012-02-10,2012-02-12,2012-02-14T12:01:25Z,1500,Likely Voters,Automated Phone,48.0,42.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12903,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
PPP (D),2012-02-09,2012-02-12,2012-02-14T12:54:08Z,1200,Registered Voters,Automated Phone,49.0,42.0,9.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-12905,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_US_021412.pdf,Pollster,Dem,,1
Pew,2012-02-08,2012-02-12,2012-02-13T14:40:33Z,1172,Registered Voters,Live Phone,52.0,44.0,3.0,1.0,https://elections.huffingtonpost.com/pollster/polls/pew-12891,http://www.people-press.org/files/legacy-pdf/02-13-12%20Final%20Political%20Release.pdf,Nonpartisan,None,,1
Fairleigh Dickinson,2012-02-06,2012-02-12,2012-02-14T11:04:48Z,903,Registered Voters,Live Phone,45.0,41.0,13.0,,https://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-12901,http://publicmind.fdu.edu/2012/beatboth/,Nonpartisan,None,,1
Rasmussen,2012-02-07,2012-02-09,2012-02-13T11:22:30Z,1500,Likely Voters,Automated Phone,50.0,40.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12843,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
FOX,2012-02-06,2012-02-09,2012-02-10T11:35:55Z,1100,Registered Voters,Live Phone,47.0,42.0,10.0,2.0,https://elections.huffingtonpost.com/pollster/polls/fox-12822,http://www.foxnews.com/politics/2012/02/10/fox-news-poll-methodology-santorum-surge/,Nonpartisan,None,,1
YouGov/Economist,2012-02-04,2012-02-07,2012-02-08T17:43:37Z,715,Registered Voters,Internet,51.0,39.0,5.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12813,http://big.assets.huffingtonpost.com/20120207econToplines.pdf,Nonpartisan,None,,1
Rasmussen,2012-02-04,2012-02-06,2012-02-08T16:18:15Z,1500,Likely Voters,Automated Phone,48.0,42.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12783,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
Ipsos/Reuters,2012-02-02,2012-02-06,2012-02-07T16:13:22Z,881,Registered Voters,Live Phone,48.0,42.0,6.0,5.0,https://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-12743,http://www.ipsos-na.com/download/pr.aspx?id=11363,Nonpartisan,None,,1
ABC/Post,2012-02-01,2012-02-04,2012-02-06T08:52:33Z,,Registered Voters,Live Phone,51.0,45.0,2.0,1.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-12721,http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_020412.html,Nonpartisan,None,,1
Rasmussen,2012-02-01,2012-02-03,2012-02-08T16:18:45Z,1500,Likely Voters,Automated Phone,46.0,44.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12786,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
Rasmussen,2012-01-29,2012-01-31,2012-02-08T16:19:34Z,1500,Likely Voters,Automated Phone,47.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12789,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
YouGov/Economist,2012-01-28,2012-01-31,2012-02-02T11:29:49Z,715,Registered Voters,Internet,49.0,40.0,5.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12704,http://big.assets.huffingtonpost.com/20120131econToplines.pdf,Nonpartisan,None,,1
DailyKos/SEIU/PPP (D),2012-01-26,2012-01-29,2012-01-31T13:16:12Z,1000,Registered Voters,Automated Phone,46.0,42.0,12.0,,https://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-12691,http://dailykos.com/weeklypolling/2012/1/26,Sponsor,Dem,,1
Gallup,2012-01-27,2012-01-28,2012-01-30T08:45:36Z,907,Registered Voters,Live Phone,48.0,48.0,,,https://elections.huffingtonpost.com/pollster/polls/gallup-12664,http://www.gallup.com/poll/152240/Romney-Ties-Obama-Swing-States-Gingrich-Trails.aspx,Nonpartisan,None,,1
Rasmussen,2012-01-26,2012-01-28,2012-02-08T16:20:18Z,1500,Likely Voters,Automated Phone,45.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12792,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
Rasmussen,2012-01-23,2012-01-25,2012-02-08T16:20:47Z,1500,Likely Voters,Automated Phone,46.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12795,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
NBC/WSJ,2012-01-22,2012-01-24,2012-01-27T09:21:39Z,,Registered Voters,Live Phone,49.0,43.0,4.0,4.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-12644,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/120126NBCWSJfinal.pdf,Nonpartisan,None,,1
YouGov/Economist,2012-01-21,2012-01-24,2012-01-25T17:32:14Z,715,Registered Voters,Internet,47.0,41.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12631,http://cdn.yougov.com/downloads/releases/econ/20120121_econToplines.pdf,Nonpartisan,None,,1
Rasmussen,2012-01-20,2012-01-22,2012-02-08T16:21:22Z,1500,Likely Voters,Automated Phone,45.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12798,http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2,Nonpartisan,None,,1
CBS/Times,2012-01-12,2012-01-17,2012-01-19T08:38:17Z,1021,Registered Voters,Live Phone,45.0,45.0,7.0,1.0,https://elections.huffingtonpost.com/pollster/polls/cbs-times-12507,http://www.cbsnews.com/htdocs/pdf/Jan_12b_Prez_Econ_Gen_Elec.pdf?tag=contentMain;contentBody,Nonpartisan,None,,1
PPP (D),2012-01-13,2012-01-16,2012-01-17T15:27:38Z,700,Registered Voters,Automated Phone,49.0,44.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-12491,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_US_0117925.pdf,Pollster,Dem,,1
Pew,2012-01-11,2012-01-16,2012-01-18T14:31:00Z,1207,Registered Voters,Live Phone,50.0,45.0,4.0,2.0,https://elections.huffingtonpost.com/pollster/polls/pew-12503,http://www.people-press.org/2012/01/18/unpopular-nationally-romney-holds-solid-gop-lead/,Nonpartisan,None,,1
ABC/Post,2012-01-12,2012-01-15,2012-01-17T13:11:12Z,,Registered Voters,Live Phone,46.0,48.0,4.0,2.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-12487,http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_011512.html,Nonpartisan,None,,1
FOX,2012-01-12,2012-01-14,2012-01-17T10:32:05Z,906,Registered Voters,Live Phone,46.0,45.0,8.0,1.0,https://elections.huffingtonpost.com/pollster/polls/fox-12472,http://www.foxnews.com/interactive/politics/2012/01/15/fox-news-poll-raw-data-romney-hits-record-high-but-still-tied-with-obama/,Nonpartisan,None,,1
CNN,2012-01-11,2012-01-12,2012-01-17T10:11:49Z,928,Registered Voters,Live Phone,47.0,48.0,4.0,1.0,https://elections.huffingtonpost.com/pollster/polls/cnn-12467,http://i2.cdn.turner.com/cnn/2012/images/01/16/rel1bb.pdf,Nonpartisan,None,,1
Democracy Corps (D),2012-01-08,2012-01-11,2012-01-13T12:05:03Z,1000,Likely Voters,Live Phone,47.0,46.0,3.0,3.0,https://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-12463,http://www.democracycorps.com/wp-content/files/January-National-FQ.pdf,Pollster,Dem,,1
Rasmussen,2012-01-09,2012-01-10,2012-01-11T12:26:19Z,1000,Likely Voters,Automated Phone,44.0,41.0,8.0,7.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12449,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
YouGov/Economist,2012-01-07,2012-01-10,2012-01-12T17:27:25Z,715,Registered Voters,Internet,44.0,44.0,5.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12456,http://cdn.yougov.com/downloads/releases/econ/20120107_econToplines.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2012-01-05,2012-01-09,2012-01-10T14:52:14Z,900,Registered Voters,Live Phone,48.0,43.0,5.0,4.0,https://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-12444,http://www.ipsos-na.com/download/pr.aspx?id=11291,Nonpartisan,None,,1
CBS,2012-01-04,2012-01-08,2012-01-09T09:34:48Z,1247,Registered Voters,Live Phone,45.0,47.0,8.0,,https://elections.huffingtonpost.com/pollster/polls/cbs-12422,http://www.cbsnews.com/8301-250_162-57355596/cbs-news-polls-1-9-12/,Nonpartisan,None,,1
Rasmussen,2012-01-03,2012-01-04,2012-01-05T16:24:13Z,1000,Likely Voters,Automated Phone,42.0,42.0,8.0,8.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12401,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
YouGov/Economist,2011-12-31,2012-01-03,2012-01-05T17:58:28Z,715,Registered Voters,Internet,49.0,40.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12402,http://big.assets.huffingtonpost.com/20120103econToplines.pdf,Nonpartisan,None,,1
Rasmussen,2011-12-27,2011-12-28,2011-12-29T13:43:35Z,1500,Likely Voters,Automated Phone,39.0,45.0,6.0,19.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12369,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
Rasmussen,2011-12-20,2011-12-21,2011-12-22T14:01:35Z,1000,Likely Voters,Automated Phone,44.0,41.0,8.0,7.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12336,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
YouGov/Economist,2011-12-17,2011-12-20,2011-12-21T17:42:37Z,715,Registered Voters,Internet,47.0,40.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12334,http://big.assets.huffingtonpost.com/20111220econToplines.pdf,Nonpartisan,None,,1
PPP (D),2011-12-16,2011-12-18,2011-12-20T15:10:11Z,700,Registered Voters,Automated Phone,45.0,47.0,8.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-12323,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_National_1220925.pdf,Pollster,Dem,,1
CNN,2011-12-16,2011-12-18,2011-12-20T13:16:42Z,928,Registered Voters,Live Phone,52.0,45.0,2.0,1.0,https://elections.huffingtonpost.com/pollster/polls/cnn-12319,http://i2.cdn.turner.com/cnn/2011/images/12/20/rel20b.pdf,Nonpartisan,None,,1
USA Today/Gallup,2011-12-15,2011-12-18,2011-12-20T11:12:25Z,898,Registered Voters,Live Phone,50.0,48.0,,,https://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-12317,http://www.gallup.com/poll/151634/Romney-Gingrich-Tie-Obama-2012-Ballot.aspx,Nonpartisan,None,,1
ABC/Post,2011-12-15,2011-12-18,2011-12-19T17:53:01Z,,Registered Voters,Live Phone,47.0,47.0,3.0,2.0,https://elections.huffingtonpost.com/pollster/polls/abc-post-12313,http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_121811.html,Nonpartisan,None,,1
Rasmussen,2011-12-14,2011-12-15,2011-12-16T12:31:54Z,1500,Likely Voters,Automated Phone,42.0,43.0,,,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12296,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
YouGov/Economist,2011-12-10,2011-12-13,2011-12-14T16:01:57Z,720,Registered Voters,Internet,46.0,43.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12285,http://big.assets.huffingtonpost.com/20111213econToplines.pdf,Nonpartisan,None,,1
AP-GfK,2011-12-08,2011-12-12,2011-12-14T13:46:19Z,1000,Adults,Live Phone,47.0,46.0,1.0,7.0,https://elections.huffingtonpost.com/pollster/polls/ap-gfk-12277,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20December%202011%20Topline%20-%20GOP2012.pdf,Nonpartisan,None,,1
Ipsos/Reuters,2011-12-08,2011-12-12,2011-12-14T13:01:47Z,900,Registered Voters,Live Phone,48.0,40.0,6.0,6.0,https://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-12275,http://www.ipsos-na.com/download/pr.aspx?id=11210,Nonpartisan,None,,1
NBC/WSJ,2011-12-07,2011-12-11,2011-12-14T13:18:24Z,,Registered Voters,Live Phone,47.0,45.0,4.0,4.0,https://elections.huffingtonpost.com/pollster/polls/nbc-wsj-12276,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/111213DecNBCWSJpoll.pdf,Nonpartisan,None,,1
Rasmussen,2011-12-08,2011-12-09,2011-12-13T10:34:11Z,1000,Likely Voters,Automated Phone,42.0,45.0,7.0,7.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12266,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
FOX,2011-12-05,2011-12-07,2011-12-09T11:37:27Z,911,Registered Voters,Live Phone,44.0,42.0,11.0,3.0,https://elections.huffingtonpost.com/pollster/polls/fox-12246,http://www.foxnews.com/interactive/politics/2011/12/08/fox-news-poll-gop-presidential-race/,Nonpartisan,None,,1
YouGov/Economist,2011-12-03,2011-12-06,2011-12-07T16:52:05Z,715,Registered Voters,Internet,46.0,44.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12240,http://big.assets.huffingtonpost.com/20111206econToplines.pdf,Nonpartisan,None,,1
Fairleigh Dickinson,2011-11-29,2011-12-05,2011-12-07T13:40:37Z,855,Registered Voters,Live Phone,46.0,42.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-12230,http://publicmind.fdu.edu/2011/newfave/,Nonpartisan,None,,1
Rasmussen,2011-11-30,2011-12-01,2011-12-02T12:08:42Z,1000,Likely Voters,Automated Phone,42.0,40.0,8.0,10.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12194,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
YouGov/Economist,2011-11-26,2011-11-29,2011-11-30T17:45:08Z,715,Registered Voters,Internet,46.0,42.0,6.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12186,http://big.assets.huffingtonpost.com/20111129econToplines.pdf,Nonpartisan,None,,1
Rasmussen,2011-11-21,2011-11-22,2011-11-23T13:13:00Z,1000,Likely Voters,Automated Phone,44.0,38.0,8.0,10.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12165,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
Clarus,2011-11-20,2011-11-22,2012-01-20T15:48:02Z,602,Registered Voters,Live Phone,37.0,53.0,10.0,,https://elections.huffingtonpost.com/pollster/polls/clarus-12572,http://www.nola.com/politics/index.ssf/2010/10/david_vitter_holds_12-point_le.html,Nonpartisan,None,,1
YouGov/Economist,2011-11-19,2011-11-22,2011-11-28T12:59:56Z,1000,Adults,Internet,46.0,43.0,5.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12176,http://big.assets.huffingtonpost.com/20111122econToplines.pdf,Nonpartisan,None,,1
Quinnipiac,2011-11-14,2011-11-20,2011-11-22T08:52:35Z,2552,Registered Voters,Live Phone,45.0,44.0,10.0,2.0,https://elections.huffingtonpost.com/pollster/polls/quinnipiac-12158,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1676,Nonpartisan,None,,1
Zogby (Internet),2011-11-15,2011-11-17,2011-11-18T11:16:55Z,2064,Likely Voters,Internet,42.0,44.0,6.0,6.0,https://elections.huffingtonpost.com/pollster/polls/zogby-internet-12145,http://www.ibopezogby.com/news/2011/11/17/ibope-zogby-poll-gingrich-takes-lead-gop-field-romney-drops-third/,Nonpartisan,None,,1
SurveyUSA,2011-11-15,2011-11-15,2011-11-16T11:45:52Z,1000,Registered Voters,Automated Phone,46.0,44.0,10.0,,https://elections.huffingtonpost.com/pollster/polls/surveyusa-12129,http://www.surveyusa.com/client/PollReportEmail.aspx?g=89a4e680-8fee-46fb-aef6-581e3cdf0833,Nonpartisan,None,,1
FOX,2011-11-13,2011-11-15,2011-11-17T11:17:37Z,328,Likely Voters - Republican,Live Phone,42.0,44.0,6.0,3.0,https://elections.huffingtonpost.com/pollster/polls/fox-12136,http://www.foxnews.com/interactive/politics/2011/11/16/fox-news-poll-gingrich-and-romney-top-gop-nominee-picks/.foxnews.c,Nonpartisan,None,,1
YouGov/Economist,2011-11-12,2011-11-15,2011-11-16T17:16:47Z,715,Registered Voters,Internet,46.0,41.0,7.0,,https://elections.huffingtonpost.com/pollster/polls/yougov-economist-12134,http://big.assets.huffingtonpost.com/20111115econToplines.pdf,Nonpartisan,None,,1
Pew,2011-11-09,2011-11-14,2011-11-17T15:04:25Z,1901,Registered Voters,Live Phone,49.0,47.0,1.0,1.0,https://elections.huffingtonpost.com/pollster/polls/pew-12140,http://www.people-press.org/files/legacy-pdf/11-17-11%20Politics%20Release.pdf,Nonpartisan,None,,1
CNN,2011-11-11,2011-11-13,2011-11-14T12:20:26Z,925,Registered Voters,Live Phone,47.0,51.0,,2.0,https://elections.huffingtonpost.com/pollster/polls/cnn-12115,http://i2.cdn.turner.com/cnn/2011/images/11/14/rel18b.pdf,Nonpartisan,None,,1
PPP (D),2011-11-10,2011-11-13,2011-11-15T15:05:21Z,700,Likely Voters,Automated Phone,46.0,43.0,11.0,,https://elections.huffingtonpost.com/pollster/polls/ppp-d-12123,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_US_1115513.pdf,Pollster,Dem,,1
Rasmussen,2011-11-09,2011-11-10,2011-11-11T12:44:05Z,1000,Likely Voters,Automated Phone,43.0,42.0,7.0,8.0,https://elections.huffingtonpost.com/pollster/polls/rasmussen-12105,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/2012_presidential_matchups,Nonpartisan,None,,1
